id_i,curso,sexo,edad,v01,v02,v03,v04,v05,v06,v07,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,self,dep,adm,zona,prio,comu,poli
13812,2,1,3,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,4,3,2,2,1,2,1,2,2,3,2,1,2,2,2,1,1,2,1,2,35,13,2,1,0.3378995433789954,66,2
13813,2,1,4,1,1,1,1,1,1,2,1,4,3,3,2,4,3,1,5,4,2,2,2,2,3,2,2,3,2,1,2,2,3,2,2,2,2,1,30,13,2,1,0.3378995433789954,66,2
13814,2,1,2,2,2,2,2,2,2,2,5,5,1,5,1,5,1,NA,1,1,1,2,2,2,2,3,3,3,3,1,3,3,3,2,2,3,2,1,NA,9,2,1,0.3378995433789954,66,2
13815,3,2,3,2,2,2,1,2,1,1,1,1,2,1,2,3,2,1,2,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,NA,2,2,2,28,NA,2,1,0.3378995433789954,66,2
13816,3,1,4,1,NA,1,2,2,2,2,5,5,1,5,2,4,5,4,1,1,2,2,2,1,1,2,2,2,3,1,2,3,3,2,1,2,1,1,45,11,2,1,0.3378995433789954,66,2
13817,3,1,3,2,2,2,2,2,2,1,4,4,2,4,4,4,4,3,2,2,3,1,1,2,2,3,2,3,2,1,2,3,2,1,1,3,1,1,37,6,2,1,0.3378995433789954,66,2
13818,3,2,5,1,2,2,2,2,1,2,4,5,1,5,1,5,4,3,1,1,3,2,1,1,3,3,3,3,2,1,2,3,3,1,1,3,1,1,46,3,2,1,0.3378995433789954,66,2
13819,3,1,3,2,2,2,2,2,2,2,5,5,2,5,1,5,5,4,1,1,2,2,2,1,2,3,3,3,3,1,2,2,3,1,1,2,1,2,46,8,2,1,0.3378995433789954,66,2
13823,5,1,5,1,2,2,2,2,2,2,4,3,3,4,3,4,4,2,4,4,2,2,2,2,1,3,2,3,3,2,2,3,2,2,2,2,1,2,33,14,2,1,0.3378995433789954,66,2
13824,5,1,5,2,2,2,2,2,2,2,4,4,4,3,3,3,2,4,2,2,2,2,2,2,2,2,2,3,2,1,1,3,3,1,1,2,2,2,31,13,2,1,0.3378995433789954,66,2
13825,5,1,6,1,2,2,2,2,2,2,3,4,3,3,3,3,4,3,3,3,3,1,1,2,1,3,2,3,2,1,2,3,3,2,1,2,3,2,32,11,2,1,0.3378995433789954,66,2
13826,5,1,5,2,2,2,2,2,2,2,5,4,2,4,2,4,4,4,2,2,3,1,1,2,1,3,2,3,3,1,2,3,3,1,1,2,1,2,39,7,2,1,0.3378995433789954,66,2
13828,5,1,5,1,2,2,2,2,1,2,5,5,2,4,2,4,4,5,3,2,3,2,2,1,1,2,2,3,3,1,3,3,3,2,2,3,2,2,38,10,2,1,0.3378995433789954,66,2
13829,5,2,6,1,2,2,1,2,1,1,5,5,2,5,1,5,5,3,1,2,3,1,1,1,3,3,3,3,3,1,3,3,3,1,2,3,1,2,46,2,2,1,0.3378995433789954,66,1
13830,4,1,5,2,2,2,2,2,2,2,4,4,1,3,1,3,3,5,3,2,2,2,1,1,1,2,2,3,2,1,2,3,3,1,2,2,1,2,35,11,2,1,0.3378995433789954,66,2
13831,4,1,4,2,2,1,1,2,2,1,3,4,4,3,3,3,3,4,4,4,3,2,2,1,1,2,2,3,3,2,2,3,3,2,2,3,2,2,27,12,2,1,0.3378995433789954,66,2
13832,4,1,5,1,2,1,2,2,1,1,3,4,3,3,4,2,2,4,4,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,26,14,2,1,0.3378995433789954,66,2
13833,4,1,5,2,2,2,2,2,2,2,4,4,2,4,2,3,4,2,3,3,3,2,1,1,2,2,2,3,2,1,2,2,3,2,2,2,1,2,37,11,2,1,0.3378995433789954,66,2
13834,4,1,4,1,2,2,1,2,1,2,3,4,4,3,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,3,29,19,2,1,0.3378995433789954,66,1
13835,4,1,5,2,2,2,2,2,2,2,5,5,2,5,1,5,5,4,2,3,3,2,1,2,1,3,3,3,3,3,2,2,3,1,1,3,1,1,43,8,2,1,0.3378995433789954,66,2
13836,4,1,5,1,2,2,2,2,2,2,5,4,2,4,1,4,4,3,3,3,3,2,1,1,3,2,2,3,2,1,2,3,2,1,1,2,1,2,39,8,2,1,0.3378995433789954,66,2
13837,3,1,4,2,2,2,1,2,2,2,5,4,4,4,4,5,5,4,4,4,2,3,2,1,1,2,2,3,3,2,2,2,3,2,2,3,2,2,33,15,2,1,0.3378995433789954,66,2
15701,2,1,2,NA,2,2,1,2,1,2,5,5,1,5,1,5,3,3,1,3,3,2,3,1,3,3,3,3,3,1,2,3,2,1,2,3,3,1,44,8,2,2,0.8461538461538461,143,2
15703,2,1,2,1,2,2,1,2,2,2,4,4,3,4,4,4,4,4,4,3,3,2,2,2,3,3,2,3,3,1,3,3,3,2,2,2,2,2,32,9,2,2,0.8461538461538461,143,2
15704,2,1,3,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,3,3,3,3,3,3,1,2,NA,3,3,1,2,2,1,27,NA,2,2,0.8461538461538461,143,2
15705,2,1,2,2,2,2,2,2,2,2,5,5,3,4,3,4,4,4,3,3,2,2,2,1,1,3,3,3,2,1,2,3,2,2,1,3,1,1,36,9,2,2,0.8461538461538461,143,2
15706,2,1,2,2,2,2,2,2,2,2,4,4,1,4,1,4,4,1,1,1,3,1,1,1,3,3,3,3,3,1,2,3,3,1,1,3,1,1,45,1,2,2,0.8461538461538461,143,2
15710,2,2,3,2,2,2,2,2,1,2,4,4,2,4,2,4,4,4,2,1,2,1,1,1,3,1,2,2,2,1,2,2,2,1,1,2,1,1,39,10,2,2,0.8461538461538461,143,2
15711,2,1,4,2,2,2,2,2,1,2,4,4,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,1,2,40,14,2,2,0.8461538461538461,143,2
15712,2,1,3,1,2,2,1,NA,1,NA,4,4,3,NA,4,4,3,3,5,3,1,3,3,3,1,2,1,2,3,2,2,1,1,3,3,1,3,3,NA,30,2,2,0.8461538461538461,143,NA
15713,1,2,1,2,2,2,1,1,1,1,3,4,2,3,1,5,5,3,4,5,2,1,2,2,3,3,3,2,2,1,2,3,2,2,2,2,1,2,35,11,2,2,0.8461538461538461,143,2
15714,1,1,1,2,2,2,2,2,2,2,3,4,3,2,4,4,3,3,4,3,2,2,1,2,3,3,3,3,2,2,2,2,3,2,1,3,2,1,29,9,2,2,0.8461538461538461,143,2
15715,1,1,1,2,2,2,2,2,2,2,4,4,4,3,2,4,4,4,4,2,2,2,1,2,3,2,2,3,2,1,2,2,3,1,2,2,1,1,33,10,2,2,0.8461538461538461,143,2
15716,1,2,2,2,2,2,2,2,2,2,4,4,NA,1,1,4,4,1,1,5,2,2,2,NA,3,3,3,3,3,1,3,3,3,2,1,3,1,1,NA,NA,2,2,0.8461538461538461,143,2
15717,1,2,2,NA,2,1,1,2,1,2,4,4,1,4,2,4,4,4,1,1,2,1,2,2,3,2,3,3,3,1,3,3,2,2,1,2,1,2,41,8,2,2,0.8461538461538461,143,NA
15718,1,2,2,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,4,4,2,4,2,2,2,1,1,1,2,1,2,3,1,2,2,1,1,1,1,1,2,32,15,2,2,0.8461538461538461,143,NA
15720,1,1,2,2,2,2,2,2,2,2,3,4,3,4,4,4,3,4,4,4,3,2,1,1,2,3,3,3,3,2,2,3,2,2,2,3,2,2,29,9,2,2,0.8461538461538461,143,2
15721,1,1,1,2,2,2,2,2,2,2,4,4,3,3,2,4,4,2,4,3,2,2,3,2,3,3,2,2,3,1,2,3,3,2,2,3,3,3,35,14,2,2,0.8461538461538461,143,2
15722,1,1,1,2,2,2,2,2,2,2,2,3,4,3,4,3,4,5,5,4,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,23,19,2,2,0.8461538461538461,143,2
15725,1,2,4,1,2,1,1,2,1,2,5,5,5,5,4,2,4,4,4,5,2,1,1,1,2,3,2,2,2,2,2,2,1,1,1,2,2,3,29,14,2,2,0.8461538461538461,143,2
15804,3,2,5,2,2,2,1,1,1,1,4,4,2,4,2,4,4,2,2,3,2,1,1,2,2,3,2,3,3,1,2,2,3,2,1,2,2,1,39,9,1,2,0.6646919431279621,185,2
15807,3,2,4,2,2,2,2,2,2,2,4,4,3,4,2,4,4,3,3,2,2,1,1,1,2,2,2,3,2,1,2,2,3,1,1,2,1,1,37,8,1,2,0.6646919431279621,185,2
15808,3,2,3,2,2,2,2,2,2,2,5,5,1,5,1,5,5,1,1,1,3,1,1,1,2,3,3,3,2,1,3,3,3,1,1,3,1,1,50,2,1,2,0.6646919431279621,185,2
15811,4,1,6,2,2,2,1,2,2,2,5,4,2,4,2,4,5,1,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3,2,1,3,2,1,41,11,1,2,0.6646919431279621,185,2
15812,4,1,6,1,2,2,2,2,2,1,3,4,3,4,4,4,3,4,4,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,30,20,1,2,0.6646919431279621,185,2
15814,4,1,5,1,1,1,1,2,1,1,5,5,4,5,3,3,4,4,4,5,3,3,3,1,2,2,2,3,2,1,2,2,3,2,3,2,2,2,32,16,1,2,0.6646919431279621,185,1
15815,4,1,4,2,2,2,2,2,1,1,1,1,5,5,5,1,1,1,5,5,2,3,3,2,3,3,3,3,3,3,1,1,1,2,3,3,3,3,18,21,1,2,0.6646919431279621,185,2
15816,4,1,4,1,1,2,2,2,1,2,5,4,2,4,2,4,4,2,2,2,2,2,1,2,2,3,3,3,2,1,2,3,3,2,1,3,1,2,41,8,1,2,0.6646919431279621,185,2
15817,4,2,6,2,NA,1,2,2,2,1,3,3,2,4,3,3,3,3,3,3,NA,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,32,NA,1,2,0.6646919431279621,185,2
15818,4,2,4,1,2,1,1,1,1,1,4,4,5,1,4,1,3,3,5,5,1,3,2,3,1,2,1,2,1,2,1,1,2,2,3,1,3,3,21,30,1,2,0.6646919431279621,185,1
15819,5,2,5,1,1,2,2,2,1,2,5,5,3,4,2,4,2,4,5,4,3,2,3,2,1,3,3,3,2,1,3,2,2,1,2,3,1,2,32,11,1,2,0.6646919431279621,185,2
15820,5,2,5,1,2,2,1,1,1,2,5,5,2,5,5,4,4,1,1,1,3,2,2,2,3,2,2,3,2,2,NA,3,2,2,NA,NA,1,NA,43,NA,1,2,0.6646919431279621,185,1
15822,5,1,6,1,2,1,1,1,1,2,4,4,3,3,3,1,1,5,5,5,2,3,3,3,3,1,1,2,3,2,1,1,1,3,3,2,3,3,22,28,1,2,0.6646919431279621,185,1
15823,5,2,5,2,2,2,2,2,2,2,5,5,2,4,1,5,5,3,2,1,3,1,1,2,1,3,3,3,3,1,2,3,3,1,1,3,1,2,45,5,1,2,0.6646919431279621,185,2
15824,5,1,6,2,NA,2,2,2,2,2,4,4,3,5,5,5,5,4,4,3,3,2,1,1,1,3,2,2,2,1,2,2,3,1,1,2,NA,1,34,NA,1,2,0.6646919431279621,185,2
15825,5,1,6,1,2,2,2,2,NA,1,5,5,4,NA,1,5,4,4,2,4,3,1,1,1,3,3,3,3,3,1,2,2,2,2,1,3,1,1,NA,4,1,2,0.6646919431279621,185,2
16002,1,2,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,3,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,31,11,1,2,0.7878787878787878,185,2
16004,1,2,4,2,2,1,2,2,2,2,3,3,3,3,4,3,3,3,4,4,2,1,1,1,3,2,1,3,2,NA,2,1,2,2,2,2,2,2,27,NA,1,2,0.7878787878787878,185,2
16005,1,2,2,1,2,1,1,1,1,1,1,1,5,1,1,2,1,5,5,5,1,3,3,2,1,1,1,2,3,3,1,1,3,3,2,1,1,3,15,27,1,2,0.7878787878787878,185,1
16006,1,1,5,2,2,1,1,2,1,2,4,3,2,2,3,4,3,4,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,31,16,1,2,0.7878787878787878,185,2
16007,1,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.7878787878787878,185,NA
16008,1,2,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,20,1,2,0.7878787878787878,185,2
16010,1,2,3,2,2,2,2,2,2,2,3,4,2,3,3,4,4,4,2,1,3,1,1,1,2,3,3,3,2,1,2,3,3,1,1,2,1,1,36,4,1,2,0.7878787878787878,185,2
16011,1,2,2,2,2,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,3,3,2,2,1,2,2,3,1,1,2,1,1,NA,NA,1,2,0.7878787878787878,185,2
16012,1,2,4,2,2,2,2,2,2,2,4,4,3,4,3,4,2,3,4,4,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,31,14,1,2,0.7878787878787878,185,2
16013,1,1,4,2,2,2,2,2,2,2,NA,NA,NA,2,2,3,3,4,4,5,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,NA,16,1,2,0.7878787878787878,185,2
16014,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,30,15,1,2,0.7878787878787878,185,2
16015,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,3,3,3,3,1,1,1,1,3,1,1,3,1,3,1,3,3,22,30,1,2,0.7878787878787878,185,1
16016,1,1,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,2,3,3,3,2,NA,2,2,2,1,1,1,1,1,32,NA,1,2,0.7878787878787878,185,2
16020,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.7878787878787878,185,2
16021,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,3,2,3,2,2,2,2,2,1,1,1,1,2,30,13,1,2,0.7878787878787878,185,2
16027,2,2,2,NA,2,1,2,2,1,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,2,1,2,2,2,1,1,2,2,2,28,11,1,2,0.7878787878787878,185,2
16028,2,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,29,13,1,2,0.7878787878787878,185,2
16031,2,2,4,2,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.7878787878787878,185,NA
16033,2,2,4,2,2,2,2,2,2,2,2,4,1,4,2,5,5,5,1,1,3,1,1,1,3,3,3,3,3,3,3,3,1,1,3,3,1,1,40,6,1,2,0.7878787878787878,185,2
16034,2,2,3,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.7878787878787878,185,NA
16101,1,1,1,1,NA,1,1,NA,1,2,4,3,4,3,3,3,4,3,4,4,2,2,2,NA,1,1,1,3,3,1,2,2,2,1,2,3,2,2,29,NA,2,2,0.1736111111111111,144,NA
16102,1,2,1,1,1,2,2,2,1,2,4,5,3,5,5,2,5,5,3,1,3,2,2,2,3,3,2,3,2,1,2,3,3,1,1,2,1,2,34,8,2,2,0.1736111111111111,144,2
16103,1,2,1,1,2,2,2,2,1,1,4,4,1,4,3,4,4,5,1,1,2,2,1,2,2,2,2,2,3,1,2,3,3,2,1,3,1,2,39,10,2,2,0.1736111111111111,144,2
16104,1,2,2,2,2,1,1,2,1,2,4,5,3,3,1,3,4,5,3,1,2,2,1,1,2,2,3,2,2,1,2,2,3,2,1,2,1,2,36,11,2,2,0.1736111111111111,144,2
16105,1,1,2,1,2,2,1,2,1,1,3,3,3,4,3,3,2,5,4,4,3,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,26,17,2,2,0.1736111111111111,144,2
16109,2,2,3,2,2,2,2,2,2,2,3,3,2,3,2,4,4,3,3,2,3,1,1,2,2,3,2,3,2,1,2,2,3,2,1,2,1,2,35,9,2,2,0.1736111111111111,144,2
16114,2,1,2,1,2,2,2,2,1,2,3,4,4,3,2,2,1,4,5,4,2,2,2,1,1,1,1,3,2,2,2,1,2,2,3,2,2,3,24,22,2,2,0.1736111111111111,144,2
16115,3,2,3,2,2,1,1,2,1,1,3,4,4,3,3,3,3,4,4,3,1,2,2,2,3,2,3,2,2,1,2,2,2,1,3,3,1,2,28,14,2,2,0.1736111111111111,144,1
16116,3,2,3,1,2,2,2,2,1,2,5,4,2,5,5,4,3,1,3,1,2,1,1,1,2,3,2,3,3,1,2,3,2,1,1,2,1,2,39,7,2,2,0.1736111111111111,144,2
16117,3,1,4,1,2,2,2,2,1,2,4,4,3,3,3,4,4,3,3,3,3,2,1,1,2,3,2,2,2,1,2,2,2,1,2,2,1,2,34,11,2,2,0.1736111111111111,144,2
16119,3,1,4,1,2,2,2,2,2,2,3,4,2,4,2,5,4,2,2,2,3,1,1,1,2,3,2,3,2,1,2,2,3,1,1,3,1,2,40,6,2,2,0.1736111111111111,144,2
16121,3,2,4,2,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,3,1,2,2,1,2,2,2,1,2,1,1,2,31,14,2,2,0.1736111111111111,144,2
16122,4,1,5,2,2,1,1,2,1,1,3,4,3,3,3,2,2,3,4,5,2,2,2,2,2,2,3,1,2,1,2,2,3,2,2,3,2,2,26,15,2,2,0.1736111111111111,144,1
16123,4,2,5,2,2,2,2,2,1,2,4,5,5,4,3,5,1,5,5,4,3,1,3,1,2,3,3,3,3,1,3,2,1,1,2,3,1,3,27,9,2,2,0.1736111111111111,144,2
16124,4,2,5,2,1,2,1,1,1,2,4,4,2,5,2,4,4,3,2,2,2,1,1,2,3,2,2,3,3,1,2,2,3,2,2,2,2,2,40,11,2,2,0.1736111111111111,144,2
16125,4,2,6,2,2,1,2,1,1,2,5,5,3,5,2,5,5,3,2,2,2,2,2,1,2,3,3,3,3,1,2,3,3,2,1,2,2,2,43,9,2,2,0.1736111111111111,144,2
16126,4,1,4,1,2,2,1,2,1,1,5,4,3,4,2,3,3,4,3,3,3,2,2,2,1,2,1,2,3,1,2,2,2,1,1,3,1,2,34,13,2,2,0.1736111111111111,144,1
16127,4,1,5,1,2,2,2,2,2,2,5,5,2,5,1,5,5,2,3,2,3,2,1,2,2,3,2,2,2,1,2,2,3,2,1,2,1,2,45,11,2,2,0.1736111111111111,144,2
16131,5,2,6,2,1,1,2,2,1,1,NA,4,3,5,2,3,2,4,4,5,2,2,2,1,2,2,2,3,2,2,2,3,3,1,2,2,2,3,NA,14,2,2,0.1736111111111111,144,1
16132,5,1,6,1,2,1,2,2,1,2,1,3,5,2,5,1,1,5,5,5,2,2,3,2,3,2,1,2,3,2,1,2,1,2,2,2,2,3,13,21,2,2,0.1736111111111111,144,1
16134,5,2,6,1,2,2,2,2,2,2,4,4,2,4,2,5,4,2,1,2,3,1,1,1,2,3,2,3,2,1,2,3,3,2,1,2,1,2,42,7,2,2,0.1736111111111111,144,2
16301,2,1,3,2,2,1,1,2,1,2,4,3,3,3,4,3,3,4,4,4,1,2,NA,3,1,2,3,2,3,2,2,1,2,2,2,2,3,3,27,NA,2,2,0.47337278106508873,144,1
16302,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,1,2,2,1,2,1,2,1,1,31,8,2,2,0.47337278106508873,144,2
16303,2,2,4,2,2,1,2,2,2,2,2,2,3,4,3,3,3,3,5,2,3,1,1,1,3,3,3,3,3,1,2,2,2,1,1,3,1,1,28,3,2,2,0.47337278106508873,144,2
16304,2,2,2,2,NA,1,2,2,2,1,4,4,3,3,4,4,4,4,4,4,2,2,1,2,2,3,3,2,2,1,2,2,2,1,2,2,2,2,30,13,2,2,0.47337278106508873,144,2
16305,2,2,3,2,2,2,2,2,1,2,4,4,2,1,1,5,5,1,1,1,1,3,1,1,3,3,3,3,3,1,3,3,3,1,NA,3,NA,1,43,NA,2,2,0.47337278106508873,144,2
16306,2,1,4,2,2,2,2,2,2,2,4,4,4,2,4,4,2,4,4,4,2,2,2,1,2,3,2,3,3,1,2,2,2,1,1,2,2,2,26,11,2,2,0.47337278106508873,144,2
16307,2,1,2,2,2,2,2,2,2,2,4,3,2,2,NA,4,4,2,3,2,2,2,1,NA,2,3,2,3,2,1,2,2,3,2,1,2,2,1,NA,NA,2,2,0.47337278106508873,144,2
16308,2,2,4,1,2,2,2,2,2,2,5,5,1,5,1,5,5,5,2,1,3,1,1,1,3,3,3,3,3,1,2,2,3,2,1,3,1,1,45,3,2,2,0.47337278106508873,144,2
16309,3,1,3,1,2,2,2,2,2,2,5,5,1,5,3,5,5,5,2,1,3,2,1,2,3,2,2,2,3,1,3,3,3,1,1,3,2,1,43,6,2,2,0.47337278106508873,144,2
16310,3,1,3,2,2,2,2,1,1,1,5,5,3,5,3,4,3,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,2,1,2,2,40,19,2,2,0.47337278106508873,144,2
16311,3,1,3,1,2,1,1,2,2,2,3,4,2,3,2,5,5,4,1,1,1,1,3,1,2,3,3,3,3,1,2,2,2,1,1,2,1,2,40,10,2,2,0.47337278106508873,144,2
16312,3,2,4,2,2,1,2,1,1,2,4,4,3,4,2,3,3,1,4,2,3,2,1,1,3,3,2,1,1,2,2,2,3,3,2,1,1,2,36,15,2,2,0.47337278106508873,144,2
16313,3,1,4,1,NA,1,1,1,1,2,5,4,4,3,4,3,4,4,4,5,3,2,3,1,2,2,2,2,3,2,3,2,2,3,2,NA,2,3,28,NA,2,2,0.47337278106508873,144,1
16314,4,2,6,1,NA,2,2,2,2,2,4,3,2,3,3,2,1,2,3,3,2,1,1,2,2,3,3,3,3,1,3,3,2,1,1,2,2,1,30,6,2,2,0.47337278106508873,144,2
16315,4,1,6,1,2,2,1,2,1,2,4,4,2,4,3,3,3,4,4,4,2,2,2,2,NA,1,2,2,3,3,1,2,2,1,2,2,1,2,31,NA,2,2,0.47337278106508873,144,2
16316,4,1,4,1,2,1,1,2,1,2,2,4,4,3,2,2,2,3,4,4,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,26,22,2,2,0.47337278106508873,144,1
16317,4,2,5,2,2,1,2,2,1,1,5,5,4,3,5,4,3,5,5,5,3,2,2,3,3,2,3,3,2,1,2,2,2,1,2,3,2,2,26,12,2,2,0.47337278106508873,144,2
16318,4,2,5,2,2,2,2,2,2,2,5,5,1,5,1,5,5,4,2,1,3,1,1,1,2,3,3,3,2,1,3,3,3,1,1,3,1,1,46,2,2,2,0.47337278106508873,144,2
16319,1,2,2,1,2,2,2,2,1,2,4,3,1,2,3,3,5,5,3,2,2,1,1,1,2,3,2,3,2,2,2,2,2,1,1,2,1,2,33,10,2,2,0.47337278106508873,144,2
16320,1,2,2,2,2,2,2,2,2,2,5,5,4,5,1,1,4,5,1,1,3,1,1,1,1,3,2,3,3,1,2,2,3,1,1,3,1,1,38,5,2,2,0.47337278106508873,144,2
16321,3,1,5,1,1,2,1,2,1,2,5,5,2,5,2,5,5,5,2,1,3,2,1,2,2,3,3,3,3,1,3,3,3,1,2,2,1,1,43,5,2,2,0.47337278106508873,144,2
16322,3,1,3,2,2,2,2,2,1,2,4,3,4,4,2,4,4,3,1,1,2,2,1,2,2,3,2,3,3,1,2,3,2,1,1,2,1,1,38,8,2,2,0.47337278106508873,144,2
16325,1,1,2,1,2,1,1,1,1,2,2,1,4,2,4,1,1,1,5,5,1,2,3,2,3,3,2,3,3,2,1,1,2,2,3,2,3,3,18,21,2,2,0.47337278106508873,144,2
16326,1,1,2,1,2,2,2,2,1,1,4,5,NA,3,1,4,4,4,3,3,3,2,2,2,3,3,3,3,2,1,2,3,3,2,2,2,1,1,NA,8,2,2,0.47337278106508873,144,2
16327,5,2,5,2,2,2,2,2,NA,2,4,4,3,4,3,5,4,3,3,3,1,2,2,2,2,3,3,3,3,1,2,2,3,1,1,3,1,1,36,8,2,2,0.47337278106508873,144,2
16328,5,2,5,1,2,1,1,2,1,1,4,4,1,5,2,3,1,4,4,1,2,3,3,3,3,1,1,2,3,2,2,2,2,1,2,2,3,3,35,22,2,2,0.47337278106508873,144,1
16329,5,2,5,1,2,1,2,2,2,1,4,5,4,2,4,4,3,4,3,4,2,1,2,1,2,2,1,3,2,1,2,2,1,1,3,2,1,3,29,16,2,2,0.47337278106508873,144,2
16330,5,1,5,1,2,2,2,2,2,2,4,5,1,4,1,5,5,3,2,2,2,2,1,2,2,3,3,3,3,1,3,3,3,1,1,2,1,2,44,6,2,2,0.47337278106508873,144,2
16331,5,2,6,2,2,2,2,2,2,2,3,4,2,4,1,5,5,3,4,3,2,1,1,2,2,3,2,3,2,1,2,3,3,1,1,2,1,1,38,7,2,2,0.47337278106508873,144,2
16332,5,2,6,2,2,2,2,2,2,2,3,5,4,5,1,3,3,1,3,4,2,1,3,1,2,2,2,3,2,1,2,2,2,1,2,3,2,2,36,13,2,2,0.47337278106508873,144,2
16333,4,1,5,1,2,2,1,2,1,2,3,3,1,2,3,1,1,5,5,4,1,3,3,2,2,2,1,2,2,2,2,1,3,2,2,1,2,2,22,23,2,2,0.47337278106508873,144,1
16334,4,2,4,1,2,1,2,1,1,2,4,4,2,4,2,4,4,4,3,2,2,2,1,2,2,2,2,2,3,1,3,2,2,1,1,3,1,1,37,9,2,2,0.47337278106508873,144,2
16335,5,2,5,2,2,2,2,2,2,2,5,4,4,4,1,4,4,4,4,3,2,1,1,1,1,3,2,3,2,1,3,3,3,1,1,2,1,2,35,7,2,2,0.47337278106508873,144,2
16336,1,2,1,1,2,2,2,2,1,2,4,5,1,3,3,5,3,3,3,1,3,1,1,1,2,3,3,3,2,1,2,2,2,1,1,3,1,1,39,5,2,2,0.47337278106508873,144,2
16337,1,2,1,1,2,2,2,2,1,2,NA,3,2,3,2,4,2,3,2,2,1,1,1,1,1,3,3,3,1,1,2,3,2,1,1,2,1,2,NA,10,2,2,0.47337278106508873,144,2
16501,1,1,1,2,2,1,2,2,2,2,5,5,2,5,5,5,4,4,2,1,3,2,1,1,2,3,3,3,3,1,2,3,2,1,1,3,1,1,40,4,2,2,0.32345013477088946,185,2
16504,1,1,2,1,2,2,2,2,2,2,5,5,2,5,2,4,3,2,4,2,2,1,1,1,2,3,2,3,2,1,3,2,3,1,2,3,1,2,40,7,2,2,0.32345013477088946,185,2
16505,1,1,1,1,2,2,2,2,1,2,4,5,1,5,1,3,3,3,1,1,2,3,2,3,1,1,1,1,2,1,1,1,2,1,2,2,2,3,43,25,2,2,0.32345013477088946,185,2
16506,1,1,2,2,2,2,2,2,2,2,5,4,1,4,2,4,4,4,2,2,2,2,1,1,2,3,2,3,3,1,2,2,3,2,1,2,1,3,40,10,2,2,0.32345013477088946,185,2
